# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   57       2.319483199227e-10       3.313513422135e-14      -4.021392997997e-13       1.127651291759e-16       3.142968632910e-11       6.915530340192e-12      -1.290702901971e-14 
   58       2.353376721988e-10       3.486820083862e-14      -4.567118490653e-13       1.167691623484e-16       3.021832893196e-11       6.667305947469e-12      -1.274437844484e-14 
   59       2.387638055022e-10       3.664325392943e-14      -5.133607697937e-13       1.208425549817e-16       2.906284009279e-11       6.430160272311e-12      -1.254611185611e-14 
   60       2.422284747997e-10       3.845944012497e-14      -5.720728291184e-13       1.249853042003e-16       2.796169692536e-11       6.203809044943e-12      -1.231951385116e-14 
   61       2.457333706808e-10       4.031606215675e-14      -6.328447968919e-13       1.291974412570e-16       2.691453164751e-11       5.988240022892e-12      -1.207290285514e-14 
   62       2.492792947390e-10       4.221238177562e-14      -6.956735346179e-13       1.334790114177e-16       2.591959047445e-11       5.783163875022e-12      -1.181575665441e-14 
   63       2.528660947881e-10       4.414762048865e-14      -7.605561282696e-13       1.378300748001e-16       2.497365318536e-11       5.587997910475e-12      -1.155875815923e-14 
   64       2.564926000765e-10       4.612096029601e-14      -8.274900211088e-13       1.422507072117e-16       2.407195268998e-11       5.401849807598e-12      -1.131384116653e-14 
   65       2.601574014506e-10       4.813142450523e-14      -8.964655323620e-13       1.467410079101e-16       2.320949004857e-11       5.223768638003e-12      -1.109177042450e-14 
   66       2.638615293970e-10       5.017748918068e-14      -9.674412733637e-13       1.513011229115e-16       2.238548389494e-11       5.053596276608e-12      -1.089418335978e-14 
   67       2.676062290304e-10       5.225739047995e-14      -1.040363747020e-12       1.559312281318e-16       2.159972232636e-11       4.891267752252e-12      -1.071993975100e-14 
   68       2.713921248117e-10       5.436923474675e-14      -1.115174423871e-12       1.606315239127e-16       2.085120997281e-11       4.736551233386e-12      -1.056741593232e-14 
   69       2.752191793980e-10       5.651099589334e-14      -1.191809661929e-12       1.654022360540e-16       2.013812659719e-11       4.589039233791e-12      -1.043448158556e-14 
   70       2.790866524931e-10       5.868051278295e-14      -1.270200626513e-12       1.702436168452e-16       1.945778569561e-11       4.448139818292e-12      -1.031847653238e-14 
   71       2.829930596976e-10       6.087548661216e-14      -1.350273210082e-12       1.751559460978e-16       1.880659309763e-11       4.313067808487e-12      -1.021618752642e-14 
   72       2.869368887578e-10       6.309358411943e-14      -1.431953080820e-12       1.801395110156e-16       1.818097030055e-11       4.183046998325e-12      -1.012432708208e-14 
   73       2.909189989237e-10       6.533277596262e-14      -1.515182128428e-12       1.851945390396e-16       1.758042165729e-11       4.057981280517e-12      -1.004112794028e-14 
   74       2.949406099278e-10       6.759105886506e-14      -1.599905044927e-12       1.903212539177e-16       1.700498386041e-11       3.937897049947e-12      -9.965014145090e-15 
